onehot, w2vcos, w2vave, w2vmax, w2vhun
0.210663443377, 0.0970591047592, 0.306495969994, 0.223238525844, 0.087484904623
0.210663443377, 0.0970591047592, 0.309105971637, 0.225524289121, 0.088981627285
0.210663443377, 0.0970591047592, 0.312456318569, 0.224911075635, 0.0865159164334
0.210663443377, 0.0970591047592, 0.311734890938, 0.224754766315, 0.0861563468802
0.210663443377, 0.0970591047592, 0.313467189565, 0.224791463244, 0.0856575024219
0.210663443377, 0.0970591047592, 0.31375576142, 0.223312532486, 0.0850725420069
0.210663443377, 0.0970591047592, 0.325730920208, 0.23348127741, 0.0866103900381
0.210663443377, 0.0970591047592, 0.324667697242, 0.234767841252, 0.0855978400911
0.210663443377, 0.0970591047592, 0.324603683063, 0.233915441925, 0.091462725186
0.210663443377, 0.0970591047592, 0.329911936025, 0.229745661634, 0.0919993850889
0.210663443377, 0.0970591047592, 0.328843580317, 0.229493792906, 0.0914822619372
0.210663443377, 0.0970591047592, 0.331642075953, 0.225893175047, 0.089428160043
0.210663443377, 0.0970591047592, 0.330946919189, 0.220234666603, 0.0890557867578
0.210663443377, 0.0970591047592, 0.329171681487, 0.216106058746, 0.0868728692732
0.210663443377, 0.0970591047592, 0.329175346729, 0.216636361675, 0.0860982271356
0.210663443377, 0.0970591047592, 0.32902450722, 0.219260252483, 0.0866106116482
0.210663443377, 0.0970591047592, 0.329130392904, 0.213239815899, 0.0823270237901
0.210663443377, 0.0970591047592, 0.329084004512, 0.211322227722, 0.0826645777791
0.210663443377, 0.0970591047592, 0.32795570792, 0.211277065447, 0.0834599901657
0.210663443377, 0.0970591047592, 0.327439481777, 0.202993885615, 0.07894540024
0.210663443377, 0.0970591047592, 0.327873088499, 0.200818854077, 0.078743555401
0.210663443377, 0.0970591047592, 0.324190730012, 0.201875172445, 0.0790042366041
0.210663443377, 0.0970591047592, 0.322403967851, 0.195938497604, 0.0784522046033
0.210663443377, 0.0970591047592, 0.324017831055, 0.196037443699, 0.0767301778636
0.210663443377, 0.0970591047592, 0.323071799865, 0.192784542937, 0.073964359478
0.210663443377, 0.0970591047592, 0.322660833077, 0.194568158621, 0.0748479847258
0.210663443377, 0.0970591047592, 0.322985636351, 0.19791466637, 0.0760313038167
0.210663443377, 0.0970591047592, 0.321605663026, 0.193921578823, 0.0726766428677
0.210663443377, 0.0970591047592, 0.317913094401, 0.19007782593, 0.0702100192868
0.210663443377, 0.0970591047592, 0.318727269434, 0.191202485759, 0.0694816000886
0.210663443377, 0.0970591047592, 0.317963333377, 0.190107339585, 0.0696587053722
0.210663443377, 0.0970591047592, 0.318332731586, 0.190876214728, 0.0685215803998
0.210663443377, 0.0970591047592, 0.320018498924, 0.19103642765, 0.0684875178843
0.210663443377, 0.0970591047592, 0.320275442875, 0.1914350221, 0.0690735999591
0.210663443377, 0.0970591047592, 0.320174018514, 0.190250450791, 0.0683902338993
0.210663443377, 0.0970591047592, 0.317426402284, 0.189067156754, 0.0702848726427
0.210663443377, 0.0970591047592, 0.31539040423, 0.188211841399, 0.0703770909643
0.210663443377, 0.0970591047592, 0.314975775204, 0.187922942151, 0.0704514856082
0.210663443377, 0.0970591047592, 0.315235828497, 0.188829439013, 0.0705390166185
0.210663443377, 0.0970591047592, 0.315235828497, 0.188829439013, 0.0705390166185
0.210663443377, 0.0970591047592, 0.317281730679, 0.190938700037, 0.0718391502183
0.210663443377, 0.0970591047592, 0.318715883862, 0.192331639012, 0.0715382496793
0.210663443377, 0.0970591047592, 0.319831400699, 0.192771578682, 0.0715382496793
0.210663443377, 0.0970591047592, 0.319831400699, 0.192771578682, 0.0715382496793
0.210663443377, 0.0970591047592, 0.319831400699, 0.192771578682, 0.0715382496793
0.210663443377, 0.0970591047592, 0.319831400699, 0.192771578682, 0.0715382496793
0.210663443377, 0.0970591047592, 0.32074720156, 0.193132731955, 0.0715382496793
0.210663443377, 0.0970591047592, 0.32074720156, 0.193132731955, 0.0715382496793
0.210663443377, 0.0970591047592, 0.32074720156, 0.193132731955, 0.0715382496793
0.210663443377, 0.0970591047592, 0.32128945207, 0.193132731955, 0.0715382496793
0.210663443377, 0.0970591047592, 0.32128945207, 0.193132731955, 0.0715382496793
0.210663443377, 0.0970591047592, 0.32128945207, 0.193132731955, 0.0715382496793
0.210663443377, 0.0970591047592, 0.32128945207, 0.193132731955, 0.0715382496793
