onehot, w2vcos, w2vave, w2vmax, w2vhun
0.210663443377, 0.0970591047592, 0.227789813467, 0.216018879611, 0.0859109632647
0.210663443377, 0.0970591047592, 0.2271525719, 0.216018879611, 0.0858869154093
0.210663443377, 0.0970591047592, 0.226467236629, 0.216018879611, 0.0857306043495
0.210663443377, 0.0970591047592, 0.225709760804, 0.216018879611, 0.0855382215067
0.210663443377, 0.0970591047592, 0.222355225006, 0.216018879611, 0.0858027479156
0.210663443377, 0.0970591047592, 0.221405374368, 0.216018879611, 0.0857128069841
0.210663443377, 0.0970591047592, 0.21948162624, 0.216018879611, 0.0835845658624
0.210663443377, 0.0970591047592, 0.22059980484, 0.216018879611, 0.0847027942484
0.210663443377, 0.0970591047592, 0.21676433201, 0.215910668778, 0.0849552974323
0.210663443377, 0.0970591047592, 0.221297163536, 0.215826504798, 0.085448279839
0.210663443377, 0.0970591047592, 0.219878399292, 0.215586036282, 0.0855925673727
0.210663443377, 0.0970591047592, 0.217341456448, 0.215670200262, 0.0847148182095
0.210663443377, 0.0970591047592, 0.210139424395, 0.215153192953, 0.0829713438443
0.210663443377, 0.0970591047592, 0.214888677585, 0.215453778598, 0.0846787463261
0.210663443377, 0.0970591047592, 0.219734118182, 0.213866686393, 0.0862538852354
0.210663443377, 0.0970591047592, 0.227958141429, 0.213722405283, 0.086819011409
0.210663443377, 0.0970591047592, 0.235292431166, 0.21224352391, 0.0858816204352
0.210663443377, 0.0970591047592, 0.244658679863, 0.212760531219, 0.0863327617429
0.210663443377, 0.0970591047592, 0.244021438295, 0.213373725935, 0.0853902987266
0.210663443377, 0.0970591047592, 0.247387997519, 0.213481936767, 0.0820350729382
0.210663443377, 0.0970591047592, 0.247592395758, 0.214624162218, 0.0824919923624
0.210663443377, 0.0970591047592, 0.250862767575, 0.213830616115, 0.0818241940915
0.210663443377, 0.0970591047592, 0.255299411695, 0.216692191455, 0.0845721781621
0.210663443377, 0.0970591047592, 0.257451604912, 0.216439699513, 0.0858402529932
0.210663443377, 0.0970591047592, 0.25937535304, 0.217930604312, 0.0897425643018
0.210663443377, 0.0970591047592, 0.260325203678, 0.216259348126, 0.0885461290341
0.210663443377, 0.0970591047592, 0.262188834677, 0.218279283661, 0.0866947507453
0.210663443377, 0.0970591047592, 0.266721666203, 0.217269315894, 0.0878806079458
0.210663443377, 0.0970591047592, 0.269643358672, 0.218411541344, 0.0893478905748
0.210663443377, 0.0970591047592, 0.271002005787, 0.218159049403, 0.0882275619848
0.210663443377, 0.0970591047592, 0.271934577978, 0.21652506851, 0.08828021773
0.210663443377, 0.0970591047592, 0.278258917546, 0.213218608014, 0.0882295279381
0.210663443377, 0.0970591047592, 0.279473286931, 0.214817732545, 0.0919256219062
0.210663443377, 0.0970591047592, 0.278367128679, 0.215202484311, 0.0900765549525
0.210663443377, 0.0970591047592, 0.279461263471, 0.21271362132, 0.087519466771
0.210663443377, 0.0970591047592, 0.28577357958, 0.213050279116, 0.0873735642324
0.210663443377, 0.0970591047592, 0.285160383158, 0.212821832754, 0.0868238049978
0.210663443377, 0.0970591047592, 0.289104077794, 0.210910097413, 0.0884084489087
0.210663443377, 0.0970591047592, 0.292123591817, 0.213532407199, 0.0881925305688
0.210663443377, 0.0970591047592, 0.293404913802, 0.217987742631, 0.0871789969911
0.210663443377, 0.0970591047592, 0.293477871815, 0.217567522298, 0.0856177915731
0.210663443377, 0.0970591047592, 0.298161891016, 0.221007509492, 0.0873306343632
0.210663443377, 0.0970591047592, 0.301107679519, 0.221837144341, 0.0883829741847
0.210663443377, 0.0970591047592, 0.304137633408, 0.222414281627, 0.0884275037297
0.210663443377, 0.0970591047592, 0.302754916356, 0.220718940849, 0.0885860772101
0.210663443377, 0.0970591047592, 0.302857959948, 0.219552642583, 0.087459557454
0.210663443377, 0.0970591047592, 0.304348893788, 0.223255940169, 0.0877074053441
